"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","response_type","key_press","avg_frame_time","center_x","center_y","phase","guide","targ","resp"
"2696.5999999046326",""," ","psychophysics","1","9467","0.0-1.0","9","13","key"," ","16.674","500","250","","","",""
"5911.700000047684",""," ","psychophysics","2","15383","0.0-2.0","9","13","key"," ","16.721757746478875","500","250","","","",""
"6971.200000047684",""," ","psychophysics","3","22363","0.0-3.0","9","13","key"," ","16.674","500","250","","","",""
"7732.899999856949",""," ","psychophysics","4","30099","0.0-4.0","9","13","key"," ","16.674892008639315","500","250","","","",""
"4163.299999952316",""," ","psychophysics","5","34266","0.0-5.0","9","13","key"," ","16.6753172690763","500","250","","","",""
"4918.200000047684",""," ","psychophysics","6","39188","0.0-6.0","9","13","key"," ","16.67400000000001","500","250","","","",""
"7437",""," ","psychophysics","7","46627","0.0-7.0","9","13","key"," ","16.75004288939052","500","250","","","",""
"5412.599999904633",""," ","psychophysics","8","52042","0.0-8.0","9","13","key"," ","16.67400000000001","500","250","","","",""
"10889.199999809265",""," ","psychophysics","9","62934","0.0-9.0","9","13","key"," ","16.67453374233128","500","250","1","0","23","27"
"11284.700000047684",""," ","psychophysics","10","74223","0.0-10.0","9","13","key"," ","16.84950971599401","500","250","1","5","49","51"
"7766.599999904633",""," ","psychophysics","11","81992","0.0-11.0","9","13","key"," ","16.674000000000007","500","250","1","0","33","37"
"9538.699999809265",""," ","psychophysics","12","91533","0.0-12.0","9","13","key"," ","16.674618213660263","500","250","1","5","50","48"
"9139",""," ","psychophysics","13","100679","0.0-13.0","9","13","key"," ","16.674598540145972","500","250","1","0","26","34"
"7874.700000047684",""," ","psychophysics","14","108557","0.0-14.0","9","13","key"," ","16.81757815845826","500","250","1","5","51","51"
"5863.900000095367",""," ","psychophysics","15","114442","0.0-15.0","9","13","key"," ","16.674957386363612","500","250","1","0","22","28"
"9914.600000143051",""," ","psychophysics","16","124359","0.0-16.0","9","13","key"," ","16.674572390572383","500","250","1","5","53","52"
"6069.200000047684",""," ","psychophysics","17","130430","0.0-17.0","9","13","key"," ","16.673999999999992","500","250","1","0","32","38"
"8414.400000095367",""," ","psychophysics","18","138847","0.0-18.0","9","13","key"," ","16.674694444444448","500","250","1","5","59","58"
"9245.099999904633",""," ","psychophysics","19","148096","0.0-19.0","9","13","key"," ","16.674608303249112","500","250","1","0","60","69"
"10921.399999856949",""," ","psychophysics","20","159022","0.0-20.0","9","13","key"," ","16.67454281345563","500","250","1","5","55","57"
"9451.5",""," ","psychophysics","21","168477","0.0-21.0","9","13","key"," ","16.67457773851593","500","250","1","0","35","50"
"4504.199999809265",""," ","psychophysics","22","172984","0.0-22.0","9","13","key"," ","16.673999999999936","500","250","1","5","33","41"
"5045.799999952316",""," ","psychophysics","23","178032","0.0-23.0","9","13","key"," ","16.67512582781459","500","250","1","0","38","43"
"4581.400000095367",""," ","psychophysics","24","182617","0.0-24.0","9","13","key"," ","16.674000000000024","500","250","1","5","23","27"
"4905.099999904633",""," ","psychophysics","25","187524","0.0-25.0","9","13","key"," ","16.675187713310535","500","250","1","0","44","51"
"7831.5",""," ","psychophysics","26","195358","0.0-26.0","9","13","key"," ","16.67475692963755","500","250","1","5","21","24"
"6814",""," ","psychophysics","27","202175","0.0-27.0","9","13","key"," ","16.673999999999996","500","250","1","0","30","40"
"7739.200000047684",""," ","psychophysics","28","209916","0.0-28.0","9","13","key"," ","16.674758099352054","500","250","1","5","37","39"
"4746.699999809265",""," ","psychophysics","29","214666","0.0-29.0","9","13","key"," ","16.675228873239487","500","250","","","",""
"25965",""," ","psychophysics","30","240633","0.0-30.0","9","13","key"," ","16.68515369774919","500","250","","","",""
"3173.2000000476837",""," ","psychophysics","31","243815","0.0-31.0","9","13","key"," ","16.675852631579005","500","250","","","",""
"7598.099999904633",""," ","psychophysics","32","251416","0.0-32.0","9","13","key"," ","16.673999999999964","500","250","2","0","51","61"
"2661.7999999523163",""," ","psychophysics","33","254081","0.0-33.0","9","13","key"," ","16.676113207547218","500","250","","","",""
"8987.200000047684",""," ","psychophysics","34","263071","0.0-34.0","9","13","key"," ","16.67399999999999","500","250","2","0","54","59"
"2663.5",""," ","psychophysics","35","265737","0.0-35.0","9","13","key"," ","16.67583647798732","500","250","","","",""
"12481.400000095367",""," ","psychophysics","36","278220","0.0-36.0","9","13","key"," ","16.674537433155006","500","250","2","0","58","63"
"1212.7000000476837",""," ","psychophysics","37","279439","0.0-37.0","9","13","key"," ","16.674000000000685","500","250","","","",""
"6990.200000047684",""," ","psychophysics","38","286433","0.0-38.0","9","13","key"," ","16.674825358851653","500","250","2","0","34","42"
"3230.5",""," ","psychophysics","39","289665","0.0-39.0","9","13","key"," ","16.673999999999975","500","250","","","",""
"7589.899999856949",""," ","psychophysics","40","297274","0.0-40.0","9","13","key"," ","16.6747340659341","500","250","2","0","29","30"
"1169.4000000953674",""," ","psychophysics","41","298450","0.0-41.0","9","13","key"," ","16.6739999999999","500","250","","","",""
"9532.600000143051",""," ","psychophysics","42","307986","0.0-42.0","9","13","key"," ","16.674633975481637","500","250","2","0","49","46"
"1267.1999998092651",""," ","psychophysics","43","309257","0.0-43.0","9","13","key"," ","16.673999999999843","500","250","","","",""
"12630.200000047684",""," ","psychophysics","44","321889","0.0-44.0","9","13","key"," ","16.6743645970938","500","250","2","0","41","48"
"1050.2000000476837",""," ","psychophysics","45","322943","0.0-45.0","9","13","key"," ","16.674000000000007","500","250","","","",""
"9778.600000143051",""," ","psychophysics","46","332724","0.0-46.0","9","13","key"," ","16.674590443686004","500","250","2","0","56","57"
"2224.199999809265",""," ","psychophysics","47","334955","0.0-47.0","9","13","key"," ","16.677037878787925","500","250","","","",""
"10045.200000047684",""," ","psychophysics","48","345003","0.0-48.0","9","13","key"," ","16.702319467554048","500","250","2","0","59","53"
"1448.2999999523163",""," ","psychophysics","49","346454","0.0-49.0","9","13","key"," ","16.673999999999747","500","250","","","",""
"7235.700000047684",""," ","psychophysics","50","353692","0.0-50.0","9","13","key"," ","16.67400000000001","500","250","2","0","31","31"
"1299.7000000476837",""," ","psychophysics","51","354993","0.0-51.0","9","13","key"," ","16.67781818181869","500","250","","","",""
"7199.799999952316",""," ","psychophysics","52","362195","0.0-52.0","9","13","key"," ","16.674000000000014","500","250","2","0","57","56"
"1159.6000001430511",""," ","psychophysics","53","363358","0.0-53.0","9","13","key"," ","16.67399999999991","500","250","","","",""
"6991.400000095367",""," ","psychophysics","54","370354","0.0-54.0","9","13","key"," ","16.674933014354004","500","250","2","0","29","35"
"1533.4000000953674",""," ","psychophysics","55","371890","0.0-55.0","9","13","key"," ","16.674000000000348","500","250","","","",""
"8120.799999952316",""," ","psychophysics","56","380018","0.0-56.0","9","13","key"," ","16.6747186858316","500","250","2","0","29","34"
"1695.7999999523163",""," ","psychophysics","57","381717","0.0-57.0","9","13","key"," ","16.673999999999644","500","250","","","",""
"7305.200000047684",""," ","psychophysics","58","389025","0.0-58.0","9","13","key"," ","16.674741418764356","500","250","2","0","23","26"
"1162.7000000476837",""," ","psychophysics","59","390190","0.0-59.0","9","13","key"," ","16.67399999999991","500","250","","","",""
"8074.899999856949",""," ","psychophysics","60","398268","0.0-60.0","9","13","key"," ","16.67475362318844","500","250","2","0","39","40"
"1159.2000000476837",""," ","psychophysics","61","399433","0.0-61.0","9","13","key"," ","16.67399999999991","500","250","","","",""
"14817.099999904633",""," ","psychophysics","62","414259","0.0-62.0","9","13","key"," ","16.67476013513511","500","250","","","",""
"9729.799999952316",""," ","psychophysics","63","423996","0.0-63.0","9","13","key"," ","16.674000000000067","500","250","","","",""
"5673.200000047684",""," ","psychophysics","64","429677","0.0-64.0","9","13","key"," ","16.724227138643002","500","250","3","5","31","30"
"10252.099999904633",""," ","psychophysics","65","439931","0.0-65.0","9","13","key"," ","16.674545602605914","500","250","3","0","51","47"
"9799.399999856949",""," ","psychophysics","66","449732","0.0-66.0","9","13","key"," ","16.674689948892684","500","250","3","5","43","42"
"9187.599999904633",""," ","psychophysics","67","458922","0.0-67.0","9","13","key"," ","16.704905282331435","500","250","3","0","35","39"
"12779.100000143051",""," ","psychophysics","68","471810","0.0-68.0","9","13","key"," ","16.674442408377008","500","250","3","5","33","35"
"17492.700000047684",""," ","psychophysics","69","489310","0.0-69.0","9","13","key"," ","16.78667946257195","500","250","3","0","23","28"
"9297.399999856949",""," ","psychophysics","70","498611","0.0-70.0","9","13","key"," ","16.674605026929992","500","250","3","5","47","44"
"17926.299999952316",""," ","psychophysics","71","516540","0.0-71.0","9","13","key"," ","16.674651769087525","500","250","3","0","43","50"
"12168.100000143051",""," ","psychophysics","72","528711","0.0-72.0","9","13","key"," ","16.674452674897168","500","250","3","5","52","51"
"16338",""," ","psychophysics","73","545053","0.0-73.0","9","13","key"," ","16.67471297242083","500","250","3","0","21","24"
"9252.100000143051",""," ","psychophysics","74","554309","0.0-74.0","9","13","key"," ","16.67399999999991","500","250","3","5","50","51"
"7437.200000047684",""," ","psychophysics","75","561749","0.0-75.0","9","13","key"," ","16.67474831460682","500","250","3","0","33","42"
"7165.899999856949",""," ","psychophysics","76","568918","0.0-76.0","9","13","key"," ","16.674829836829787","500","250","3","5","44","42"
"14404.5",""," ","psychophysics","77","583325","0.0-77.0","9","13","key"," ","16.674375434530745","500","250","3","0","58","72"
"8693.5",""," ","psychophysics","78","592021","0.0-78.0","9","13","key"," ","16.674579654510566","500","250","3","5","40","39"
